#XboxOne looks fucking siiiiiiiiccccckkkk! I'd be gutted if I was a ps fanboy\ but I'm not playing a character in a game with dirty fingernails. Unhygenic. #XboxReveal,,,,,,,,
RT @stillgray: Sony stock has climbed 8% since the reveal. #XboxReveal,,,,,,,,
Couldn't stop thinking about @giantbomb's discussion about dogs in games during the #XboxReveal. #XboxOne,,,,,,,,
XboxOne #XboxReveal----&gt; http://t.co/lOZXCdHa26 &amp; it's barely connected to the n…,,,,,,,,
phecking zebras. #XboxReveal: http://t.co/SU0fHhMhRO para no repetir la misma pregunta… Aix! #xboxreveal,,,,,,,,
anyone else watch the #xboxreveal ? any first impressions on the new gen #EASports,,,,,,,,
Its targting the USA nation fan base.nothing intresting even with the voice commands.no one use it now on their own mobiles #XboxReveal,,,,,,,,
RT @ThatChrisGore: I love it when women say they love Game of Thrones. It tells me they like fantasy and porn. #XBoxReveal #GameofThrones,,,,,,,,
"RT @gamespot: Microsoft confirms Xbox One will *not* require constant Internet connection: \""Gamers can calm down; we've got you covered.\"" #…",,,,,,,,
Well it's all official now then! Meaning we can finally tell you to fire in-store and pre-order it with us immediately! #XboxReveal #XboxOne,,,,,,,,
RT @Xbox: And that's a wrap for #XboxReveal. We'll be sharing the next chapter of this story and our incredible lineup of blockbuster games…,,,,,,,,
Rappelons-le encore\,,,,,,,,
In the hour the Xbox was being revealed\,,,,,,,,
So excited about the next generation of Xbox and the way it controls tv and ties in with sports and games and movies and music! #xboxreveal,,,,,,,,
#XboxReveal xboxOne nova geraçao \,,,,,,,,
#XboxReveal Looks impressive. Design of the console looks a bit random.,,,,,,,,
What the hell XBOX ONE!??? #XBOXReveal,,,,,,,,
RT @MeatheadMilitia: The most OFFICIAL picture of the Xbox ONE you'll find on the internet #Gamer #Gaming #XboxReveal #VideoGames #PC #PS4 …,,,,,,,,
Playing in Complete darkness confirmed for Xbox One\,,,,,,,,
RT @HAILtoTheKING: I'll be the first to say it\ die Sony-Aktie aber natürlich noch stärker. Die Microsoft-Aktie…,,,,,,,,
So it has a Blu-Ray drive? I don't remember them mentioning it in the presentation.... Strange.\ avec de belles capacites sous le pied comme pour sa grande soeur. En tout cas #CODGhost\,,,,,,,,
All DLC will launch exclusively first on #XboxReveal #CODGhosts you just revealed a cable box on TV #XboxReveal,,,,,,,,
RT @NormanDesVideos: Si toi aussi tu essayes de regarder le live #XboxReveal mais que ta connexion internet est la pire du monde\,,,,,,,,
Watching this #XboxReveal just confirmed what I already knew: #PS4 is the way to go next gen.,,,,,,,,
"RT @JimSterling: Microsoft CEO was apparently worried about not \""overloading\"" people with too many videogames today. HA\",,,,,,,,
The new #CoD looks pretty interesting\,,,,,,,,
Srsly\ on se ferait chier. #xboxreveal,,,,,,,,
RT @Matimi0: Where was the gameplay? #xboxreveal stay tuned in 19 days* #XboxReveal,,,,,,,,
RT @JStuStudios: The new Xbox One.. Wow. Can not wait to get one of those. And a Halo Television Showdirected by  Steven Spielberg.. Whoa  …,,,,,,,,
Oh and Halo TV Action Series is definitely good news. #xboxreveal #XboxOne you're drunk. #xboxone #xboxreveal http://t.co/DDKp594ATA,,,,,,,,
RT @icze4r: It's called Xbox One\,,,,,,,,
RT @wireditalia: #XboxOne\,,,,,,,,
"RT @JimSterling: Microsoft CEO was apparently worried about not \""overloading\"" people with too many videogames today. HA\",,,,,,,,
RT @JakeAlbinson: @WindowsAAA What if a single device could provide all your entertainment? Its Xbox One. #XboxReveal http://t.co/n2EKVzGdzm guess what they left out: NO BACKWARDS COMPATIBILITY http://t.co/q22VvdncWC #xboxreveal,,,,,,,,
"\""@HarleyPlays: Y'all wanna see this next tweet?! Here it is... *to see tweet\",,,,,,,,
@Zack_Nani 30 millions d'amis\,,,,,,,,
RT @jbu3: You know\,,,,,,,,
Alright\,,,,,,,,
“@stillgray: Sony stock has climbed 8% since the reveal. #XboxReveal” @Dryburgh_1990 @Dannylee91 @Mike_A_Boss espero mas en E3,,,,,,,,
Says it all really https://t.co/oYqtpyC2Id #Sony #NYSE #SkyRocket #xboxreveal,,,,,,,,
http://t.co/dKzDsOq2da #XboxReveal I'm a gamer\,,,,,,,,
Bueno pues despues de la presentacion me pregunto\,,,,,,,,
@PeterMolydeux couldn't handle the absolute fail that was #XboxReveal ?,,,,,,,,
RT @amartino: ¿Teniamos un Papa y una Reina? también a Messi en #XboxReveal esto es #LaDécadaGanada :P,,,,,,,,
RT @GameOverride: Mattrick says in post show that Xbox One does *not* always need to be online\,,,,,,,,
RT @Thief: YES! @THIEF will be coming to Microsoft 's #XboxOne! Steal a glimpse of the next generation- http://t.co/BvGpP30BLR #MasterThief… I summed up the #XboxReveal for you: http://t.co/w5hVeNnsVb,,,,,,,,
RT @HarleyPlays: They should have called the new Xbox... Wait for it.... NextBox. You're welcome Microsoft. #XboxReveal,,,,,,,,
I have a feeling Razer had some sort of design input for the Xone's controller. http://t.co/OCf7m1ByQn #XBOXReveal tendremos 15 exclusivos el primer año\ 8 de RAM\, USB 3.0\, HDMI... #XboxReveal,,,,,,
RT @OHNOgc: RT @selphish Hahahahaha omg http://t.co/q9KPJnirod  #xboxreveal,,,,,,,,
this new xbox looks BA. chuck want #xboxreveal #xboxone,,,,,,,,
Is there Game Locking? #XboxReveal but missed that part? #XboxOne #XboxReveal,,,,,,,,
RT @thaRadBrad: Xbox One is still no excuse for using Bing. #XboxReveal,,,,,,,,
RT @Deadeye52: Je suis deçu... Pas de nouveau Mushihimesama annoncé lors de cette conférence microsoft... Tristesse #xboxreveal,,,,,,,,
RT @ultradavid: they are seriously going in on this dog\,,,,,,,,
RT @the_moviebob: Oh and hey\,,,,,,,,
RT @t3dotcom: Fancy winning a @razer Kraken Pro headset? http://t.co/JG8UPmW235 Follow @t3dotcom and RT to enter #t3razerwin #T3Xboxlaunch …,,,,,,,,
RT @Xbox: And that's a wrap for #XboxReveal. We'll be sharing the next chapter of this story and our incredible lineup of blockbuster games…,,,,,,,,
I'm so glad they reassured us that EA will still be making yearly sports titles. I was really worried there for a second. #XboxReveal 360\,,,,,,,,
RT @Thief: YES! @THIEF will be coming to Microsoft 's #XboxOne! Steal a glimpse of the next generation- http://t.co/BvGpP30BLR #MasterThief…,,,,,,,,
Living here in europe how will the whole connected to your tv work if netflix\ Microsoft showed the actual Xbox console but I'd swear I got more info from Sony about the PS4 than MS about the #XboxOne #XboxReveal,,,,,,,,
"RT @fluffyman85: #XboxReveal #XboxOne Negatives (cont.): Having \""Halo\"" on show but not 5\",,,,,,,,
#XboxReveal Holy Shit,,,,,,,,
RT @JournalDuGeek: Toutes les Xbox One seront livrées avec le nouveau Kinect #XboxReveal looks so good! #XboxOne #XboxReveal #SICK http://t.co/tZ2RFrWldR,,,,,,,,
Sony showed off more games\,,,,,,,,
RT @JesseCox: Hey. Hey games industry. Can we stop calling cutscenes and renders gameplay. It's not. You should know this. You make them. #…,,,,,,,,
Whoa a new Halo tv show?  Right on my Xbox? I can't wait to never watch it! #XboxReveal right? #XboxReveal #SonyIsFucked,,,,,,,,
RT @jpgames_de: Sogar die Nintendo-Aktie ist während #XboxReveal gestiegen\,,,,,,,,
Everything about #XboxONE Is Sexy as FUCK! And That Controller... oohhh Baby! #XboxReveal Can't Wait Until #E3 2013! #Gamer #Gamerchick,,,,,,,,
@Enzopodo En menos de 3 semanas. del 11 de junio la expo\,,,,,,,,
RT @HarleyPlays: They should have called the new Xbox... Wait for it.... NextBox. You're welcome Microsoft. #XboxReveal,,,,,,,,
"RT @gamespot: Microsoft confirms Xbox One will *not* require constant Internet connection: \""Gamers can calm down; we've got you covered.\"" #…",,,,,,,,
RT @ATUSIBOX: 日本のトレンド 　\,,,,,,,,
RT @WhoalyZen: That was it? Like seriously? An hour conference with 10 minutes tops of game footage? #Xbox #XboxReveal,,,,,,,,
RT @OpTicAvey: Even my dog is looking forward to GHOST #XboxReveal #XboxOne http://t.co/OOB24f6K8w,,,,,,,,
Forza 5 at launch\,,,,,,,,
RT @SaraTalent: Hunden såg ju ut att vara tagen ur the sims pets. #XboxReveal,,,,,,,,
RT @RedPandaGamer: Xbox One is NOT backwards compatible. http://t.co/IJX2fSpkrv #XboxReveal,,,,,,,,
So who reckons showing the console in the first 5 minutes was tactical? #XboxOne #XboxReveal,,,,,,,,
RT @lanerobertlane: shares in sony have shot up since the start of the #xboxreveal http://t.co/s5u8xEbKon,,,,,,,,
RT @icze4r: It's called Xbox One\,,,,,,,,
RT @Xbox: And that's a wrap for #XboxReveal. We'll be sharing the next chapter of this story and our incredible lineup of blockbuster games…,,,,,,,,
RT @xGetEmGurlx: That ending to #xboxreveal was like a guy ejaculating too soon and me not knowing it ended already\,,,,,,,,
RT @TooRacist: What's black and will steal all of your money?\,,,,,,,,
ARGH! I missed the ENTIRE live #Xboxreveal\,,,,,,,,
Globalement un peu déçus pour cette conférence #xboxreveal sache que…,,,,,,,,
RIP WII U\,,,,,,,,
Congrats to all of my friends who worked so hard on the #XboxReveal. It looked great\ IT'S KAWAIIKOCHANS. WE HURRIED FOR A SURPRISE\ HOWEVER...,,,,,,,,
RT @CallofDutyDog: Arf Arf! #XboxReveal I think the Xbox One is a monster of a machine. #XboxReveal,,,,,,,,
RT @TheCoDDog: I am the Call of Duty Dog. #coddog #callofduty #ghost #xboxone #xboxreveal,,,,,,,,
RT @t3dotcom: Fancy winning a @razer Kraken Pro headset? http://t.co/JG8UPmW235 Follow @t3dotcom and RT to enter #t3razerwin #T3Xboxlaunch …,,,,,,,,
This says a lot too http://t.co/a7DZRwomaO #XboxReveal #XboxOne,,,,,,,,
RT @Hasty_Gandalf: All we want is a game that is just like Skyrim but set in Middle-Earth! #XboxOne #XboxReveal,,,,,,,,
#XboxReveal 総括。とりあえず、僕が顔を知ってる日本人の中に、今日発表された機能・ゲーム・プレゼンの内容でXbox ONEを買う奴はいない。日本で売る気もないかもなー。ソフト全部輸入版ってことになっちゃ　　　ったとしても、僕の360の現状とほぼ変わらないけど。 what did you think of Microsoft's #XboxReveal?,,,,,,,,
"\""@Hasty_Gandalf: All we want is a game that is just like Skyrim but set in Middle-Earth! #XboxOne #XboxReveal\"" yes please!!!!",,,,,,,,
£10 says they kill the dog. #xboxreveal,,,,,,,,
RT @Hasty_Gandalf: All we want is a game that is just like Skyrim but set in Middle-Earth! #XboxOne #XboxReveal estuvo mejor el #IO13,,,,,,,,
looks amazing #XboxReveal because you take one look at it and walk away. #XboxOne #XboxReveal,,,,,,,,
"So Spielberg is involved in the Halo TV thing? Does anybody remember Terra Nova? No... I didn't think so #XboxReveal enciéndeme la PS4\"" #XboxReveal #ps4",,,,,,,,
Xbox One was revealed today\,,,,,,,,
RT @GameOverGreggy: Wow. So it really is going to be @PlayStation's focus on games vs. @Xbox's focus on entertainment.  #XboxReveal http://…,,,,,,,,
RT @Alien2human: Is Google trolling Microsoft? #XboxReveal http://t.co/YILIIFsyPp,,,,,,,,
RT @Hasty_Gandalf: All we want is a game that is just like Skyrim but set in Middle-Earth! #XboxOne #XboxReveal,,,,,,,,
"#XboxReveal Switch to PS4! put yourself on eBay.\"" #XboxReveal #xboxone",,,,,,,,
RT @IGN: Sony PlayStation fans\ turn on the TV... #xboxreveal,,,,,,,,
#XboxReveal By the way\,,,,,,,,
"\""@Rubiu5: Queremos juegos microsoft\ maybe E3 will have a better showing of you know\",,,,,,,,
RT @hypebeast: .@Microsoft Unveils the @Xbox One http://t.co/ZtygthwzVW #XboxReveal #XboxOne http://t.co/8jBIu42DKb I want one. Need to see more gameplay at E3 though. #xboxreveal,,,,,,,,
RT @ProJared: ...welp. Good at luck at E3 with the Xbox. As of now\ looks much better. #xboxreveal horrible presentation.I truly can't believe how disappointed I am...,,,,,,,,
WiiU incrementerà le vendite dopo questa conferenza #XboxReveal,,,,,,,,
I'm deffo getting the x box over the play station #XboxOne #xboxreveal #PS4,,,,,,,,
RT @wannlund: Yo Dog. I put a dog in your CoD so you can dog as an underdog. #XboxReveal,,,,,,,,
RT @EASPORTS: Official trailer: EA SPORTS IGNITE engine. http://t.co/3cLnpZXqfc  #EASPORTSIGNITE #XboxOne #XboxReveal,,,,,,,,
#XboxReveal say all you want It doesn't have backwards compatibility I dont care. because you take one look at it and walk away. #XboxOne #XboxReveal,,,,,,,,
Xbox... Xbox 360... Xbox One... La cuestión es que no evoluciona\,,,,,,,,
RT @zavvi: All new DOG #CODGhosts #Xboxreveal,,,,,,,,
NBA live going to be back:) #XboxReveal #CantWait,,,,,,,,
Not gonna lie ... The Xbox 1 looks as chunky as .... Well\,,,,,,,,
RT @Vorterix: Gracias a Malditos Nerds por cubrir la salida de la Xbox One! #XboxReveal . MP,,,,,,,,
Greatest graphics ever but the campaign is over after 2 hours #CoD #XboxReveal #XBOXONE,,,,,,,,
New Kinect sensor can detect a full-length\ worth noting the #xboxreveal hasn't hurt Sony's stock as yet http://t.co/dlFunTvXta,,,,,,,,
"RT @gamespot: Microsoft confirms Xbox One will *not* require constant Internet connection: \""Gamers can calm down; we've got you covered.\"" #… do my homework. #XboxReveal",,,,,,,,
FOUR HUNDRED FUCKING QUID?!\ sorry #XboxReveal,,,,,,,,
 Microsoft! I could buy a decent spec PC for that much\,,,,,,,,
"NERDVANA!! #XboxReveal #Xbox #XboxONE someone should have shouted \""Xbox off\"" during the Xbox reveal. Xboxreveal",,,,,,,,
"Gott sei Dank ist #XboxReveal vorbei. Sonst hätte ich möglicherweise \""Ross - der Kindergartenboss\"" auf RTL2 verpasst.",,,,,,,,
You all realize that the Xbox One is not a gaming console right? At least not one first. #XboxReveal just find it funny how they go on about all this 'new' tech when it's just improved tech #XboxReveal,,,,,,,,
RT @JesseCox: So what have learned? Xbox partnering with EA and the NFL to dominate the college frat market. In other news\,,,,,,,,
RT @ImAaronJ: Just gonna speak up for a moment\,,,,,,,,
RT @JournalDuGeek: On parle donc d'une série TV Halo par Steven Spielberg ! Souvenez-vous de Terra Nova... #XboxReveal,,,,,,,,
@AliQudsi Microsoft did more in 1 hour than Sony did in 3\ well. There goes their Scottish market... #Xboxreveal,,,,,,,,
RT @rajupp: My twitter feed is full of #XboxReveal\ que acá se enfocaron mucho en kinect\ y esas cosas,,,,,,,,
Bon\,,,,,,,,
RT @e3expo: #XboxReveal showing off a behind the scenes look at Call of Duty: Ghosts. #XboxOne,,,,,,,,
RT @TwitchTV: The #XboxReveal isn't over. In one hour\ FIFA14. #xboxreveal,,,,,,,,
With the #XboxReveal done with what are y'all thoughts? All I know is sense both ps4 and Xbox one (cont) http://t.co/BRfylq3f6o if the dog in Call of Duty Ghosts gets killed\,,,,,,,,
I bet Sony is going to have one heck of a celebratory party tonight. #XboxReveal,,,,,,,,
RT @JesseCox: So what have learned? Xbox partnering with EA and the NFL to dominate the college frat market. In other news\,,,,,,,,
RT @GlennZA: Thank you @XboxRevealTent for bringing us the breaking news on the #XboxOne. #XboxReveal Job well done. You stood the test of …,,,,,,,,
"@XboxReveal We love the idea of X-Box One will be the \""one\"" system to play games\",,,,,,,,
Skipped most of the #XboxReveal to work and deal with a crying baby. So… there was a dog?,,,,,,,,
RT @Aura_: “@unocero: #xboxone #xboxreveal http://t.co/Rrr956qJ5C”//Así se ve de cerca el nuevo Xbox. Ya aé quien querrá uno cc: @uriw LOL,,,,,,,,
RT @t_iii: So guys\,,,,,,,,
I might buy the Xbox One to use as a coaster for my cups of coffee for when I'm playing on my PlayStation 4 #XboxReveal,,,,,,,,
RT @ericsapp: #XboxReveal in a nutshell: http://t.co/vN1CZtepZK I guess the only good things were\ and not always online.,,,,,,,,
RT @jeff148apps: That could be the first console reveal that didn’t excite me one single bit. Not a single feature or game makes me want it…,,,,,,,,
confirmado.  Yo sigo con Sony!! :D \,,,,,,,,
Langweiligste Präsentation seit dem Nintendo Debakel letztes Jahr! #XboxReveal,,,,,,,,
Why are people complaining about it not being backwards compatible. You already have a Xbox 360 to play those game #XboxReveal you do realize that E3 is in 19 days right? #XboxOne,,,,,,,,
RT @Xbox: Microsoft Campus is decked out for #xboxreveal.  Just a little over 2 hours; are you where you need to be to watch? http://t.co/a…,,,,,,,,
Где-то я уже это видел RT @tapbot_paul: Xbox one to be released at some time for some amount of money! #XboxReveal,,,,,,,,
新型箱の名前はXBOX ONEだから箱おねーちゃんと呼ぶことにする\,,,,,,,,
Great day! #XboxReveal was not a disappointment! Good night!,,,,,,,,
@majornelson You shown the console\ España incluída.. #xboxreveal,,,,,,,,
RT @AH_BrownMan: That was awesome. 10/10 would watch again #XboxReveal TV (got it)\ you know\,,,,,,,,
And the Universe lets out a loud groan #Xboxreveal,,,,,,,,
RT @onoametal: XboxOne en un tweet: decodificador de gama alta en el cual puedes jugar Call of Duty #XboxReveal,,,,,,,,
Exclusiva por aqui\,,,,,,,,
RT @Alien2human: Is Google trolling Microsoft? #XboxReveal http://t.co/YILIIFsyPp,,,,,,,,
RT @jaredr: Stop talking about characters. Tell me about dog customization. Collars\,,,,,,,,
What the hell did people expect from the #XboxReveal? Typical stuff you already have\,,,,,,,,
#xboxreveal need moar games! streaming\,,,,,,,,
RT @ijustine: #xboxreveal #xboxone :) https://t.co/P3hOLIWJEZ a la vez que XBOX ONE\ netflix y demás… #xboxreveal,,,,,,,,
#xboxreveal lacked pancakes\ what did you think of Microsoft's #XboxReveal?,,,,,,,,
"RT @R3d0c7ob3r: \""Xbox 720 NoScop3\"" - calling it now. #XboxReveal #XboxReveal et les aperçus de #CoDGhosts\",,,,,,,,
RT @MyAppleMC: #XboxReveal COD Ghost ne pourra en aucun cas résister à la puissance de #BF4 !,,,,,,,,
#XboxReveal in a nutshell http://t.co/1PmZB8THmt #TGNArmy,,,,,,,,
Xbox One: The ultimate console for frat bros. - Oh hello there PS4\,,,,,,,,
Just watched #XboxReveal! Holy Shit! #PlaystationIsFucked,,,,,,,,
RT @Hasty_Gandalf: All we want is a game that is just like Skyrim but set in Middle-Earth! #XboxOne #XboxReveal,,,,,,,,
Thank you to the people who turned up and deposited. We are open at 8am tomorrow morning...#xboxreveal,,,,,,,,
"RT @serafinowicz: \""Xbox\",,,,,,,,
RT @gamingangel: Sad that I feel it's more likely to get a dog in Infinity Ward's multiplayer than a female character model.  #xboxreveal,,,,,,,,
صورة الـ xbox one\,,,,,,,,
RT @ProJared: ...welp. Good at luck at E3 with the Xbox. As of now\,,,,,,,,
Overall\,,,,,,,,
"RT @AH_BrownMan: Hopefully the name of the new Xbox is \""Playstation 5\"" #XboxReveal",,,,,,,,
RT @mischievous_boy: ¿Ya se puede decir ya que Xbox One es ETA o todavía tenemos que esperar? #koñect #XboxOne #XboxReveal,,,,,,,,
@__helsing__ Verdades como puños y le duela a quien le duela. El #xboxreveal ha sido una mierda mañana grabo video para Youtube y despotrico,,,,,,,,
RT @HundredProofSam: #XboxReveal was great. Unfortunately we live in India where we have no video content and Kinect doesn't want to hear w…,,,,,,,,
"RT @Rubiu5: Como la nueva Xbox se llame Xbox 720 y solo se pueda jugar usando \""Kinect\"" me pego un tiro en el pie #XboxReveal",,,,,,,,
new call of duty ghosts is just a pollished turd. #XboxReveal,,,,,,,,
PS4 didn't show the console. Xbox One didn't show any gameplay footage. #XboxReveal,,,,,,,,
@_JMorrissey yea it looks awesome\,,,,,,,,
RT @EGSmexico: Xbox ONE estará disponible en este año #XboxReveal http://t.co/SgevW27RSM,,,,,,,,
It's so gonna get torn to pieces #xboxreveal,,,,,,,,
RT @IGN: Sony PlayStation fans\,,,,,,,,
RT @FuzzyOtterBalls: The #XboxReveal was about as revealing as a burka.,,,,,,,,
"The whole #xboxreveal thing is disappointed. Willing to bet money over half of the \""exclusive\"" franchises are first person shooters",,,,,,,,
El caso es quejaros luego sereis los primeros en compraros el CoD Ghosts #ghostsreveal #xboxreveal it's like being a step behind Sony || #XboxOne #XboxReveal,,,,,,,,
@IGN it focused on TV but in other parts of the world ESPN etc is owned by different companies and seems US market focused #xboxreveal,,,,,,,,
Samo przeczytanie listy niedostępnych w Polsce usług z Xbox One będzie trwało dłużej niż konfa Microsoftu #XboxReveal looks so good! #XboxOne #XboxReveal #SICK http://t.co/tZ2RFrWldR,,,,,,,,
PSOne\,,,,,,,,
RT @e3expo: #XboxReveal showing off a behind the scenes look at Call of Duty: Ghosts. #XboxOne,,,,,,,,
#XboxReveal Did I miss it??!?,,,,,,,,
tout ça pour ça #xboxreveal,,,,,,,,
Is the battery in the #XboxOne controller internal or removable? Curious if I'll be buying lots of batteries or controllers. #XboxReveal I'm leaving you for sony. I'm sorry it's me not you I'm a gamer girl not a gadget girl. #xboxreveal  #XboxOne,,,,,,,,
"RT @skydart: \""Xbox\ solo un 360 mas caro.",,,,,,,,
This woman is gonna love that new Call of Duty: http://t.co/8W2GPiMMDi #XboxReveal as well as change the channel #xboxreveal,,,,,,,,
My face during the reveal #XboxReveal http://t.co/B6QJPp92pO if you want our attention\,,,,,,,,
"\""@the_moviebob: Oh and hey\ first thing on the list is to see what happens when you say 'Go home Xbox\",,,,,,,,
RT @Waynes808s: I've always chose Xbox over Playstation and it looks like its staying that way #XboxReveal,,,,,,,,
“@HarleyPlays: They should have called the new Xbox... Wait for it.... NextBox. You're welcome Microsoft. #XboxReveal” 360\,,,,,,,,
Yes #XboxReveal is finished\,,,,,,,,
RT @HundredProofSam: #XboxReveal was great. Unfortunately we live in India where we have no video content and Kinect doesn't want to hear w… water\,,,,,,,,
Battlefield 4 sigue sin confirmarse para la next-gen\,,,,,,,,
RT @TheMsVixen: #CodGhosts looks awesome on the #XboxReveal but no answer about the security. :( Will it have a VPN? DDOSers need to be sto… live tv\ and more call of duty. oh yeah\,,,,,,,,
Xbox Television series?? but its not on tv! its an xbox exclusive! #XboxReveal bigger and more ambitious than anything we’ve ever created. #Xbox…,,,,,,,,
@cosmowright according to that press conference\,,,,,,,,
RT @icze4r: It's called Xbox One\,,,,,,,,
RT @MariaMasuimi: Omfg! The recording of moments. THAT is cool! #XboxReveal #nerdchills,,,,,,,,
"RT @TheBlacktastic: \""The gameplay we're about to show you is a trailer.\"" - Activision #XboxOne #XboxReveal",,,,,,,,
Meh. I'm happy with my PS3. #XboxReveal,,,,,,,,
#XboxReveal #XBOXONE,,,,,,,,
RT @TheSpoonyOne: I've got a steel boner just thinking about the spicular lighting on those greasy forearms. This is why I game. #CallOfDut…,,,,,,,,
The new #CallOfDutyGhosts actually looks pretty good. Please\,,,,,,,,
RT @ivan_hernandez: Halo TV will consist entirely of 12 year olds calling the viewer noob faggos for 22 minutes followed by an unexpected d… streaming\ Killzone\, Destiny\,Watch Dogs\, Diablo. Xbox One: CALL OF DUTY HAT Hunde Jetzt #XboxReveal,,,,,
The worst console reveal ever\,,,,,,,,
Well there you go. I'm gonna go look at the sun for once. Thanks for joining me for the #XboxReveal!,,,,,,,,
"\""Still 60 frames per second\"" was that supposed to be a boast? What is this trash? #CallOfDutySucks #XboxReveal",,,,,,,,
RT @Alienware: Wait... they aren't seriously about to wrap up without showing a single bit of gameplay.. #XboxReveal,,,,,,,,
RT @JesseCox: Hey. Hey games industry. Can we stop calling cutscenes and renders gameplay. It's not. You should know this. You make them. #…,,,,,,,,
@derrickgott007 so what were you thoughts on the #XboxReveal? #XboxONE,,,,,,,,
RT @MandoEric: The Xbox One is the sexiest console I've ever seen! #XboxReveal,,,,,,,,
Exclusive new #XboxOne and Kinect photo emerges...#xboxreveal http://t.co/mTSk21bB9r right? #XboxReveal #SonyIsFucked,,,,,,,,
#XboxReveal #XboxOne They have a hell of a lot to prove on E3 now.  This introduction was just pathetic.,,,,,,,,
@GRAND_NCE: #XboxReveal is now trending on http://t.co/Z10HTYVRdC,,,,,,,,
RT @WillyrexYT: El mando de Xbox One #XboxReveal http://t.co/NsPNREcPUu,,,,,,,,
RT @Xbox: See what people are saying about the new @Xbox One and interact with the live conversation now: http://t.co/fOUj15ZI0C #XboxOne sports\ thanks Micro…,,,,,,,,
"RT @RicepirateMick: \""Games are still a core of Xbox...\"" Thanks for reminding us ... we were a little concerned. #XBoxReveal",,,,,,,,
RT @TooRacist: What's black and will steal all of your money?\,,,,,,,,
Yep. PlayStation 4 it is. I want to be overloaded. #XboxReveal,,,,,,,,
RT @LionelCamp: Nos dejaron con un conteo hacia la E3 asi que les traeré todas las novedades desde allá en unos días. #XboxReveal @XboxArg …,,,,,,,,
"RT @gamespot: Microsoft confirms Xbox One will *not* require constant Internet connection: \""Gamers can calm down; we've got you covered.\"" #…",,,,,,,,
Microsoft should have shown their exclusive games in the Xbox Reveal like what Sony did with the Ps4 reveal. #XboxReveal,,,,,,,,
We'll be livestreaming our thoughts on the #XboxReveal in a matter of minutes. Here's the link: https://t.co/IIg1FsS5a2,,,,,,,,
RT @MilesLuna24: Bingo. #XboxReveal http://t.co/vLThSrmJ9l,,,,,,,,
RT @EGSmexico: Xbox One reconoce comandos de voz para varias funciones\,,,,,,,,
Ok #XboxReveal... Igual que Sony con la PS4\ I can't wait to play football with all of my favorite CoD characters on the new XboxOne! #XboxReveal,,,,,,,,
Wow\,,,,,,,,
RT @jpgames_de: Am meisten freue ich mich derzeit auf die Project X Zone Demo am Donnerstag im eShop #XboxReveal asi que regresemos a trabajar y corrijamos esas fotos :P,,,,,,,,
RT @pie_kun RT @dickoak: #XboxReveal http://t.co/yyl5FIzIzL,,,,,,,,
#XboxReveal Me quedo con que está bien para ser una cosola. Pero un PC siempré será un PC. La consola es ''otro'' mercado.,,,,,,,,
RT @WeeabooGenocide: Congratulations\,,,,,,,,
#xboxreveal this just in: Xbox 360 to be the best selling console for the next 26 months as well.,,,,,,,,
RT @ijustine: TOO EXCITED TO TWEET #XboxReveal #XboxOne #CODGhosts,,,,,,,,
@INKOUTBREAK not backwards compatible... Are you kidding me? Is Microsoft pulling an Apple here? #xboxreveal #xboxone Sony has a huge leg up on you. #XboxReveal,,,,,,,,
RT @Hasty_Gandalf: All we want is a game that is just like Skyrim but set in Middle-Earth! #XboxOne #XboxReveal,,,,,,,,
But Microsoft are obviously holding all the games back for E3\,,,,,,,,
RT @Tenfey: Seeing a Dog in a full motion capture suit made it all worthwile #XboxReveal,,,,,,,,
RT @TheTerboh: #xboxreveal http://t.co/Q0IIqtKKKb,,,,,,,,
I can't help but laugh about this\ All in one. Xbox One. #XboxReveal,,,,,,,,
RT @Xbox: A New Generation Revealed in 10 minutes! Watch the live stream on @Xbox Live or right here: http://t.co/fOUj15ZI0C #XboxReveal It'll def. be more enjoyable than the #xboxreveal.,,,,,,,,
RT @IGNUK: Call Of Duty: Ghosts is up. Here's your big new character reveal... it's a dog O_o http://t.co/3iuJRBDfVX #XboxReveal http://t.c…,,,,,,,,
RT @HarleyPlays: They should have called the new Xbox... Wait for it.... NextBox. You're welcome Microsoft. #XboxReveal,,,,,,,,
@sltyPoison @majornelson at least there was a lot of shit nobody cared about in the #XboxReveal,,,,,,,,
"Little English Halo Blog: Mcrosoft Announce a Live-Action Halo TV Series http://t.co/tj9yiYwlDc #Halo #XboxReveal so let's not do that\"" #XboxReveal",,,,,,,,
Soldiers fight their enemy.\,,,,,,,,
"@IGN They confirmed console isn't always only. They also said games are a important part of the console. \""Powered by Gamers\"" #xboxreveal",,,,,,,,
RT @veloxiraptor: Did we get the Bad Ending for that presentation?  Are we going to have to watch it again and make different moral decisio…,,,,,,,,
RT @DYoshii: Excellent\,,,,,,,,
The #xboxone looks like a 2013 VCR #xboxreveal,,,,,,,,
"RT @mikestill: Excited about this \""fish will swim out of your way\"" tech.  Too many years of fish not moving. #xboxreveal",,,,,,,,
RT @Microsoft: STARTING NOW: #XboxReveal! Watch the live stream on @Xbox Live or right here: http://t.co/EpYeUEL1Y1,,,,,,,,
Don't ever remember seeing a writer geting credit in a game trailer before. About time. #XboxReveal bu da ghosts'un sloganı1  #xboxreveal,,,,,,,,
